,Month,Location,LSOA code,LSOA name,Crime type,latitude,longitude,LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ
409,2021-12,On or near Eastcheap,E01032739,City of London 001F,Violence and sexual offences,532907.971310235,180836.02706777892,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
407,2021-12,On or near Alderman'S Walk,E01032739,City of London 001F,Violence and sexual offences,533205.9666559591,181509.94644216687,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
411,2021-12,On or near Knightrider Street,E01032739,City of London 001F,Violence and sexual offences,532027.9924497257,181002.04122686596,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
412,2021-12,On or near Queen Victoria Street,E01032739,City of London 001F,Violence and sexual offences,532585.9803032395,181084.00288088998,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
413,2021-12,On or near St Mary Axe,E01032739,City of London 001F,Violence and sexual offences,533269.9696051183,181287.95316760353,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
414,2021-12,On or near Artillery Lane,E01032739,City of London 001F,Violence and sexual offences,533393.007687211,181695.01481328026,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
410,2021-12,On or near Broad Street Avenue,E01032739,City of London 001F,Violence and sexual offences,533065.9640242318,181559.02448929823,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
524,2022-01,On or near Pleydell Street,E01032740,City of London 001G,Violence and sexual offences,531367.9755125858,181140.94854411366,E01032740,City of London 001G,E02000001,City of London 001,E09000001,City of London,E12000007,London,1099,1049,50,17.2,719,1.5
529,2022-01,On or near Newgate Street,E01032740,City of London 001G,Violence and sexual offences,531808.0336249623,181405.9458728484,E01032740,City of London 001G,E02000001,City of London 001,E09000001,City of London,E12000007,London,1099,1049,50,17.2,719,1.5
523,2022-01,On or near West Smithfield,E01032740,City of London 001G,Violence and sexual offences,531722.9661039992,181644.99061898247,E01032740,City of London 001G,E02000001,City of London 001,E09000001,City of London,E12000007,London,1099,1049,50,17.2,719,1.5
525,2022-01,On or near Plumtree Court,E01032740,City of London 001G,Violence and sexual offences,531520.9680631785,181482.9675370857,E01032740,City of London 001G,E02000001,City of London 001,E09000001,City of London,E12000007,London,1099,1049,50,17.2,719,1.5
526,2022-01,On or near Parking Area,E01032740,City of London 001G,Violence and sexual offences,531742.0251160312,181274.03889282892,E01032740,City of London 001G,E02000001,City of London 001,E09000001,City of London,E12000007,London,1099,1049,50,17.2,719,1.5
527,2022-01,On or near Long Lane,E01032740,City of London 001G,Violence and sexual offences,531933.974616861,181758.96154479356,E01032740,City of London 001G,E02000001,City of London 001,E09000001,City of London,E12000007,London,1099,1049,50,17.2,719,1.5
528,2022-01,On or near Ferry Terminal,E01032740,City of London 001G,Violence and sexual offences,531562.0280400179,180806.01520154637,E01032740,City of London 001G,E02000001,City of London 001,E09000001,City of London,E12000007,London,1099,1049,50,17.2,719,1.5
90,2022-01,On or near Goodman'S Yard,E01000005,City of London 001E,Violence and sexual offences,533816.0135181514,180899.02510283707,E01000005,City of London 001E,E02000001,City of London 001,E09000001,City of London,E12000007,London,985,985,0,52.0,467,2.1
455,2022-01,On or near Alderman'S Walk,E01032739,City of London 001F,Violence and sexual offences,533205.9666559591,181509.94644216687,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
92,2022-01,On or near Houndsditch,E01000005,City of London 001E,Violence and sexual offences,533444.9799635669,181318.02904824453,E01000005,City of London 001E,E02000001,City of London 001,E09000001,City of London,E12000007,London,985,985,0,52.0,467,2.1
457,2022-01,On or near Clement'S Lane,E01032739,City of London 001F,Violence and sexual offences,532873.0072493302,180956.96324222296,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
456,2022-01,On or near Supermarket,E01032739,City of London 001F,Violence and sexual offences,533291.0216167183,181560.027059838,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
451,2022-01,On or near Apothecary Street,E01032739,City of London 001F,Violence and sexual offences,531664.0012023612,181051.01892134378,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
452,2022-01,On or near Alderman'S Walk,E01032739,City of London 001F,Violence and sexual offences,533205.9666559591,181509.94644216687,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
522,2022-01,On or near Cloth Street,E01032740,City of London 001G,Violence and sexual offences,532063.9954626153,181794.05379176402,E01032740,City of London 001G,E02000001,City of London 001,E09000001,City of London,E12000007,London,1099,1049,50,17.2,719,1.5
453,2022-01,On or near Alderman'S Walk,E01032739,City of London 001F,Violence and sexual offences,533205.9666559591,181509.94644216687,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
91,2022-01,On or near Conference/Exhibition Centre,E01000005,City of London 001E,Violence and sexual offences,533605.001134653,180875.0010401159,E01000005,City of London 001E,E02000001,City of London 001,E09000001,City of London,E12000007,London,985,985,0,52.0,467,2.1
521,2022-01,On or near John Carpenter Street,E01032740,City of London 001G,Violence and sexual offences,531509.0140496376,180920.03807500243,E01032740,City of London 001G,E02000001,City of London 001,E09000001,City of London,E12000007,London,1099,1049,50,17.2,719,1.5
32,2022-01,On or near Police Station,E01000002,City of London 001B,Violence and sexual offences,532378.023237408,181475.95718739927,E01000002,City of London 001B,E02000001,City of London 001,E09000001,City of London,E12000007,London,1436,1436,0,62.9,830,1.7
519,2022-01,On or near Long Lane,E01032740,City of London 001G,Violence and sexual offences,531933.974616861,181758.96154479356,E01032740,City of London 001G,E02000001,City of London 001,E09000001,City of London,E12000007,London,1099,1049,50,17.2,719,1.5
73,2022-01,On or near Shopping Area,E01000005,City of London 001E,Violence and sexual offences,533512.9851797909,181440.998863953,E01000005,City of London 001E,E02000001,City of London 001,E09000001,City of London,E12000007,London,985,985,0,52.0,467,2.1
72,2022-01,On or near Vine Street,E01000005,City of London 001E,Violence and sexual offences,533602.0170197444,181036.05545099295,E01000005,City of London 001E,E02000001,City of London 001,E09000001,City of London,E12000007,London,985,985,0,52.0,467,2.1
450,2022-01,On or near Pepys Street,E01032739,City of London 001F,Violence and sexual offences,533503.9855828984,180847.97627561394,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
454,2022-01,On or near Wood Street,E01032739,City of London 001F,Violence and sexual offences,532304.012659173,181219.98085686757,E01000002,City of London 001B,E02000001,City of London 001,E09000001,City of London,E12000007,London,1436,1436,0,62.9,830,1.7
383,2022-01,On or near Wood Street,E01032739,City of London 001F,Violence and sexual offences,532304.012659173,181219.98085686757,E01000002,City of London 001B,E02000001,City of London 001,E09000001,City of London,E12000007,London,1436,1436,0,62.9,830,1.7
75,2022-01,On or near Goodman'S Yard,E01000005,City of London 001E,Violence and sexual offences,533816.0135181514,180899.02510283707,E01000005,City of London 001E,E02000001,City of London 001,E09000001,City of London,E12000007,London,985,985,0,52.0,467,2.1
77,2022-01,On or near Conference/Exhibition Centre,E01000005,City of London 001E,Violence and sexual offences,533605.001134653,180875.0010401159,E01000005,City of London 001E,E02000001,City of London 001,E09000001,City of London,E12000007,London,985,985,0,52.0,467,2.1
78,2022-01,On or near Vine Street,E01000005,City of London 001E,Violence and sexual offences,533602.0170197444,181036.05545099295,E01000005,City of London 001E,E02000001,City of London 001,E09000001,City of London,E12000007,London,985,985,0,52.0,467,2.1
80,2022-01,On or near Houndsditch,E01000005,City of London 001E,Violence and sexual offences,533444.9799635669,181318.02904824453,E01000005,City of London 001E,E02000001,City of London 001,E09000001,City of London,E12000007,London,985,985,0,52.0,467,2.1
81,2022-01,On or near Parking Area,E01000005,City of London 001E,Violence and sexual offences,533787.030794836,180813.02176906238,E01000005,City of London 001E,E02000001,City of London 001,E09000001,City of London,E12000007,London,985,985,0,52.0,467,2.1
82,2022-01,On or near Shopping Area,E01000005,City of London 001E,Violence and sexual offences,533512.9851797909,181440.998863953,E01000005,City of London 001E,E02000001,City of London 001,E09000001,City of London,E12000007,London,985,985,0,52.0,467,2.1
83,2022-01,On or near Bus/Coach Station,E01000005,City of London 001E,Violence and sexual offences,533665.0193907856,181145.98727071245,E01000005,City of London 001E,E02000001,City of London 001,E09000001,City of London,E12000007,London,985,985,0,52.0,467,2.1
85,2022-01,On or near Vine Street,E01000005,City of London 001E,Violence and sexual offences,533602.0170197444,181036.05545099295,E01000005,City of London 001E,E02000001,City of London 001,E09000001,City of London,E12000007,London,985,985,0,52.0,467,2.1
86,2022-01,On or near Vine Street,E01000005,City of London 001E,Violence and sexual offences,533602.0170197444,181036.05545099295,E01000005,City of London 001E,E02000001,City of London 001,E09000001,City of London,E12000007,London,985,985,0,52.0,467,2.1
87,2022-01,On or near Conference/Exhibition Centre,E01000005,City of London 001E,Violence and sexual offences,533605.001134653,180875.0010401159,E01000005,City of London 001E,E02000001,City of London 001,E09000001,City of London,E12000007,London,985,985,0,52.0,467,2.1
88,2022-01,On or near Gravel Lane,E01000005,City of London 001E,Violence and sexual offences,533580.9817495577,181374.01511650108,E01000005,City of London 001E,E02000001,City of London 001,E09000001,City of London,E12000007,London,985,985,0,52.0,467,2.1
518,2022-01,On or near Kinghorn Street,E01032740,City of London 001G,Violence and sexual offences,532000.9924497219,181750.01952905132,E01032740,City of London 001G,E02000001,City of London 001,E09000001,City of London,E12000007,London,1099,1049,50,17.2,719,1.5
520,2022-01,On or near Kinghorn Street,E01032740,City of London 001G,Violence and sexual offences,532000.9924497219,181750.01952905132,E01032740,City of London 001G,E02000001,City of London 001,E09000001,City of London,E12000007,London,1099,1049,50,17.2,719,1.5
449,2022-01,On or near Pepys Street,E01032739,City of London 001F,Violence and sexual offences,533503.9855828984,180847.97627561394,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
417,2022-01,On or near Moorgate,E01032739,City of London 001F,Violence and sexual offences,532681.0114684425,181411.97359391628,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
447,2022-01,On or near King'S Arms Yard,E01032739,City of London 001F,Violence and sexual offences,532672.9896153146,181330.9757212092,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
420,2022-01,On or near College Street,E01032739,City of London 001F,Violence and sexual offences,532537.9847921687,180837.04775070434,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
419,2022-01,On or near South Place Mews,E01032739,City of London 001F,Violence and sexual offences,532815.9914551221,181732.97883264924,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
418,2022-01,On or near Parking Area,E01032739,City of London 001F,Violence and sexual offences,532725.9787746286,180687.05377801007,E01032739,City of London 001F,E02000001,City of London 001,E09000001,City of London,E12000007,London,1044,1002,42,6.3,676,1.5
